投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240312224110150495,长安,长安CS75 PLUS,2022款 第二代 2.0T 自动尊贵型,本人于2023年4月14日在北京京广长风汽车销售服务有限公司购买一辆长安牌CS75PLUS二代2.0T2022款汽车，交完款后提车时第一次启动车辆出现车辆启动困难情况，销售说汽车油量较少需要加油，2023年4月21日我再次启动车辆，车辆起动机嗡嗡嗡大概8-9秒左车辆才启动成功，我就马上联系了销售并拨打长安客服电话951999热线，客服安排4S店过来维修，但未能解决问题，之后车辆每隔一周基本都出现这个问题，偶然性的，然后不停的去4S店进行维修，从第一次维修开始4S店工作人员都是猜问题，第一次4S店工作人员说可能是高压油泵的问题，结果换了高压油泵问题依然存在，然后4S店工作人员说可能是低压油泵，换了低压油泵问题依然存在，4S店工作人员说可能是行车电脑控制单元，结果换了控制单元问题依然存在，4S店工作人员说可能是曲轴位置传感器，结果换了曲轴位置传感器问题依然存在，全程都靠猜，自2023年4月14日至2024年3月12日问题依然存在，经过漫长的维修，经过漫长的12315投诉，最终没有解决问题，我强烈要求退车、强烈要求退车。,发动机,启动困难,2024-03-12
20240312220851555651,宝马,宝马5系,2021款 525Li M运动套装,车辆在上下车时后面2轮均出现明显异响，前期多次跟经销商沟通均以不影响驾驶为由，说过保前会予以解决，实际快过保前2次去检查都以不影响驾驶，向厂家反应困难取证麻烦为由推脱。,悬架系,异响,2024-03-12
20240312205510054100,比亚迪,宋Pro新能源,2019款 EV 高功率高续航版旗舰型,你好，我是21年5月采购的宋proev，近期发现在温度已明显升温的情况下，标称500公里的车，我不开空调只能跑不到260公里，电池衰减严重！2月份将车送比亚迪鑫敏恒4s店进行检测，只进行放电和充电测试，放电也只是把电放完，记录充电数据提交厂家判定，结果判定没问题，个人还支付了检测费用，也没有提供检测数据和纸质结论！经沟通，个人认为检测方式极不科学，店里反馈检测方式是厂家明确的，电池新三包只适用2022年以后的车，对之前的不适用。个人认为，2023年10月1日国家颁发了新能源汽车动力电池检测规范，我个人付费申请检测，他们应该按照规范进行并提供检测结果，而不是按照自己的内部规定，且只给说一下没问题，没数据没报告没结论！另外，所说的2022年适用新规也没有找到明确规定！个人要求，更换动力电池！如不同意，则要求按照新国标对动力电池进行检测并提供厂家盖章的纸质检测数据和结果！,动力电池及电源管理系统,电池衰减严重,2024-03-12
20240312203357541024,福田,图雅诺,2020款 2.5T 手动通途加长轴中顶3座后双胎4J25TC3,车辆三包期内，前后九次反复维修，反复漏机油，越漏越大，后漏变速箱油，涡轮增压漏油，修复困难,发动机,漏机油,2024-03-12
20240312201755100565,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,车辆作为大宗消费产品，短时间内大幅度的降低指导销售价格，原先价格是16.58，目前价格是13.98，降价幅度为2.6万，幅度达到惊人的15.68%，严重损害原有老车主的利益。厂家需要销售数量，也要针对老车主做相应的补偿方案。,其他原因,厂家不召回,2024-03-12
20240312194899515710,奇瑞,瑞虎8 PRO,2022款 390T 四驱风暴版 7座,22款8Pro关闭车道辅助，汽车在60-70速度范围内抢方向盘，总往左抢,转向系,其他,2024-03-12
20240312193652541014,丰田,凯美瑞,2023款 双擎 2.5HGVP 领先版,发现机油乳化，机油增多，赶紧去4s店更换机油。新车刚跑不到5000公里就出现这个情况，丰田车设计有缺陷，机油乳化普遍现象对车发动机损害巨大。诉求:是对车辆提供6年的质保时间或20万里程数的质保。,发动机,其他,2024-03-12
20240312190857981025,凯迪拉克,凯迪拉克CT5,2023款 28T 铂金型,变速箱低速和高速行驶产生异响，变速箱出现问题，高速行驶中，120速度时开始出现口哨声，随着速度越来越高，口哨声越来越明显，随后立马松开油门后，声音立马消失，但是紧接着再踩油门，口哨声立马出现,传动系,异响,2024-03-12
20240312183749569956,马自达,马自达3 昂克赛拉,2022款 2.0L 自动质雅版,行驶过程过程中于2023年3月18日高速路上发动机灯亮起故障，熄火后无法启动，拖回店内检修，告知是行车电脑版本低，解决后。于2023年10月31日至今发动机灯一直亮起故障，店内告知是三元催化器损坏。投诉理由一、车辆还在质保期内，且三元催化本人没动过。二、全国加油站正常经营说明油品质量都是合格的。三、4s店一直推脱责任，想拖过质保期。,发动机,故障灯亮,2024-03-12
20240312182010110148,丰田,威驰,2021款 1.5L CVT创行版,前轮轮胎偏磨吃胎严重导致轮胎起皮，多次去经销店均未检查。购车第二天发现车辆跑偏，该经销店未使用一汽丰田厂家授权的仪器做四轮定位，也未在一汽丰田授权的经销店内做四轮定位，而是去社会修理厂。由于经销店技术不到位造成的轮胎异常磨损报废。,轮胎和车轮,轮胎偏磨,2024-03-12
20240312181554565252,丰田,威驰,2021款 1.5L CVT创行版,购车时私下收取1800元服务费，既没有提前告知，态度强硬，不缴纳不给车钥匙，且未开具收据以及发票,销售欺诈,变更价格,2024-03-12
20240312181210157102,广汽传祺,传祺GS8,2022款 双擎系列 2.0TM 两驱尊贵版 （七座）,车机死机，卡顿，座椅塌陷4s店处理不了，左前轮异箱，去修三次还没处理好,悬架系,异响,2024-03-12
20240312175897535299,星途,星途凌云,2019款 1.6T 两驱铂金版,水泵漏水,发动机,其他,2024-03-12
20240312174999525156,思皓,思皓QX,2021款 300T DCT尊贵智联型,请问你们谁给我打电话了，你们真是些坏怂,电气设备,电池亏电,2024-03-12
20240312174810097485,本田,凌派,2013款 1.8L 手动舒适版,联系了，未给出处理方案！,车身,锈蚀,2024-03-12
20240312171257100100,吉利汽车,帝豪新能源,2017款 EV300 尊贵型,2024年2月16日晚车子停家门口，次日早上想用车发现启动不了，车内闻到有烧焦味道，检查了车内没发现有东西烧，趴地上查检车底，发现烧焦味是来自车底电池包，大致能判断电池包有局部烧了。联系了厂家客服，客服给安排了本地售后处理，我们请拖车把车拖到售后处，经售后核实车辆三包信息，回复说该车已经行驶18万公里，超出了厂家质保的15万公里，厂家不给予质保维修。后来我们多次电话联系厂家客服，匀被以公里数超质保范围为由拒绝给予质保维修，我们觉得如果说只是续航不足，或者说电脑板或者线路有问题，以公里数或者时间超质保范围不给予质保维修是可以理解也可以接受的，但是电池包起火烧烤这个是特殊情况，而且车子是停在那不动的，没有发生任何碰撞，这个应该不是质量问题，应该算是产品缺陷了吧，好说歹说都没用，厂家一直匀以公里数超质保范围，不给予质保维修。没办法，我们只好把车从售后再拖回来了，让做修理厂的朋友帮忙拆下检查，拆卸过程全程录像。拆下电池包后发现电池包外壳上部分有被烧穿现象，散发着浓重烧焦味，打开电池包外壳，确认是电池包内部的电芯起火燃烧。,动力电池及电源管理系统,动力电池组故障,2024-03-12
20240312165756529854,领克,领克08新能源,2023款 120km 长续航Halo,没有联系，而且1月31日订车，只优惠了6000元，2月1日优惠8000元没有补偿，3月直接优惠13000元，背刺老车主没有任何补偿，,动力电池及电源管理系统,动力电池组故障,2024-03-12
20240312165451995398,比亚迪,秦PLUS,2023款 冠军版 DM-i 55KM超越型,老的比亚迪秦，买之前钥匙都写了个老字，到了现在明白了什么意思了。,电力驱动系统,控制器故障,2024-03-12
20240312164599575410,比亚迪,秦PLUS,2023款 冠军版 DM-i 120KM超越型,该车型定速巡航不能超过120公里每小时，厂家人为限制了该功能，侵害了消费者的权益。比亚迪其他车型巡航可以超过120公里每小时，咨询常州盛世路骐4S店，说贵的、重的车型开快点没事。比亚迪区别对待不同车型，人为限制某些功能。,电气设备,其他,2024-03-12
20240312164110299499,起亚,起亚K3,2019款 1.5L CVT智享互联版,对于厂家所说的方案，我想请问是什么方案，就直接忽视不理并直接结案吗？强烈要求持续跟进，对于厂家的回复，很不满意,电气设备,其他,2024-03-12
20240312164199999852,比亚迪,驱逐舰05,2023款 冠军版 DM-i 120KM 尊荣型,汽车高速行驶时有明显异响，四门车漆均有腐蚀现象，之前投诉协商售后解决方案，告知半年前16万如今8万，这么贬值？老车主不是人了？,销售欺诈,与宣传不符,2024-03-12
20240312161154519757,哈弗,哈弗H6,2021款 第三代 1.5T 自动两驱Supreme,甘井子区市场监督管理局，在对话中，存在有意偏袒4s店的情况，在没有和4s店沟通了解问题的情况下，帮着4s店回答我的问题和诉求，并暗示我提供的证据可能没有效力。 4s店，被动式选择性反馈问题，在涉及赔偿问题时，一再的讨价还价，或者就不回复，需要我主动去问，他们掌握主动权,服务态度,否认质量问题,2024-03-12
20240312155298579855,丰田,RAV4荣放,2020款 2.0L CVT两驱都市版,车门螺丝和两条有不同程度生锈,车身,锈蚀,2024-03-12
20240312154353101101,领克,领克08新能源,2023款 120km 长续航Halo,本人于2月5日提车，3月4日出现问题，提车不到1个月，行驶历程1616公里，3月4日出现问题，出现系统异常异常，无法行车。后续检查说PCM损毁，需要更换，提车时没有提供PDI报告，没有让我确认车身质量问题，怀疑是提车之前车辆就有质量问题，导致PCM损毁，领克售后没有出示损坏原因，车辆维修好之后没有出行新的PDI检测报告，车辆现在质量以及安全状况担忧，我现在怀疑是提车前 车就有问题 所以才会导致PCM损毁，所以需要提供PDI报告，确认不是提车前的问，要是提车前的问题，我要退一赔三的。 诉求：如若出现欺诈消费者行为要求退一赔三，首要诉求更换新车，麻烦帮忙协商。若无法协商，要求领克出示提车前的PDI报告以及车辆损坏原因报告，包括修理之后的的PDI检测报告，维修好后的质量检测报告，以及车主补偿20000元。,动力电池及电源管理系统,动力电池组故障,2024-03-12
20240312154248521019,起亚,嘉华,2021款 2.0T 旗舰版,从3月4日投诉提交，厂家400电话只在3月5日给我回了一个电话，包括后面我追诉的内容，到今天3月12日，都没有收到任何厂家的回复，而该投诉页面确每次显示厂家处理完成。,发动机,动力消失,2024-03-12
20240312153698101505,荣威,科莱威CLEVER,2021款 302km全能版,整车三年质保，导航也是原厂带的，原来有问题也没空修，今天来了说导航质保2年，我这刚过十几天，就不管了，GPS搜不到，胎压检测也不检测不了！,电气设备,车载互联故障,2024-03-12
20240312152950499756,凯迪拉克,凯迪拉克CT6,2023款 28T 尊贵型,车辆正常行驶不定时出现请维修保养前大灯提示，自适应大灯失效，同时故障灯亮起；前防碰撞系统失效，故障灯点亮；车载互联不稳定；2024年3月10日晚正常行驶时中控黑屏，无法显示时速等行驶信息，安全隐患较大。此前4s店进行了三次所谓的程序升级，大灯故障灯升级后小时，一段时间后还是出现相同状况。要求厂商针对以上问题制定合理的解决方案，对车辆进行全面的检测，以保证后续不再出现类似需要程序升级问题，同时重视车机屏幕黑屏现象，若车辆高速行驶状态下，极易造成重大交通事故，影响驾驶员及其他交通参与者人身及财产安全。,电气设备,其他,2024-03-12
